Name,UID,Code,Parent UID,Short name,Description,Opening date,Closed date,Comment,Feature type,,URL,Contact person,Address,Email,Phone number,,,
Prey Lean,,VL1711070800,uoPSgwHQeYd,,,,,,,"[104.149439,13.336282]",,,,,,VLVL1711070800,,171108
Trapeang Trav,,VL1711080100,uoPSgwHQeYd,,,,,,,"[104.168906,13.351392]",,,,,,VLVL1711080100,,171108
Koul,,VL1711080200,uoPSgwHQeYd,,,,,,,"[104.16615,13.336509]",,,,,,VLVL1711080200,,171108
Thnal Trang,,VL1711080300,uoPSgwHQeYd,,,,,,,"[104.160658,13.325298]",,,,,,VLVL1711080300,,171108
Trapeang Trom,,VL1711080400,uoPSgwHQeYd,,,,,,,"[104.140718,13.348024]",,,,,,VLVL1711080400,,171108
Trach Pok,,VL1711080500,uoPSgwHQeYd,,,,,,,"[104.144236,13.366499]",,,,,,VLVL1711080500,,171108
Popel Kandal,,VL1711080600,uoPSgwHQeYd,,,,,,,"[104.174389,13.381861]",,,,,,VLVL1711080600,,171108
Popel Lech,,VL1711080700,uoPSgwHQeYd,,,,,,,"[104.146861,13.376092]",,,,,,VLVL1711080700,,171108
Kriel Pong,,VL1711080800,uoPSgwHQeYd,,,,,,,"[104.149324,13.387637]",,,,,,VLVL1711080800,,171108
Damrei Koun,,VL1711080900,uoPSgwHQeYd,,,,,,,"[104.154302,13.403449]",,,,,,VLVL1711080900,,171108
Trapeang Phong,,VL1711081000,uoPSgwHQeYd,,,,,,,"[104.158317,13.417206]",,,,,,VLVL1711081000,,171108
Trapeang Prei,,VL1711081100,uoPSgwHQeYd,,,,,,,"[104.158304,13.434403]",,,,,,VLVL1711081100,,171108
Koul Thmei,,VL1711081200,uoPSgwHQeYd,,,,,,,"[104.164223,13.442777]",,,,,,VLVL1711081200,,171108
Samraong Cheung,,VL1711081300,tEtgxFjYBTj,,,,,,,"[104.135832,13.30941]",,,,,,VLVL1711081300,,171109
Thnal Chaek,,VL1711090100,tEtgxFjYBTj,,,,,,,"[104.138092,13.322916]",,,,,,VLVL1711090100,,171109
Bet Meas,,VL1711090200,tEtgxFjYBTj,,,,,,,"[104.136659,13.318219]",,,,,,VLVL1711090200,,171109
Stueng,,VL1711090300,tEtgxFjYBTj,,,,,,,"[104.140605,13.31731]",,,,,,VLVL1711090300,,171109
Angkunh,,VL1711090400,tEtgxFjYBTj,,,,,,,"[104.131218,13.282857]",,,,,,VLVL1711090400,,171109
Bat Dangkao,,VL1711090500,tEtgxFjYBTj,,,,,,,"[104.132593,13.290927]",,,,,,VLVL1711090500,,171109
Svay Chrum,,VL1711090600,tEtgxFjYBTj,,,,,,,"[104.133072,13.293822]",,,,,,VLVL1711090600,,171109
Krang Khcheay,,VL1711090700,tEtgxFjYBTj,,,,,,,"[104.134763,13.301124]",,,,,,VLVL1711090700,,171109
Samraong Tboung,,VL1711090800,tEtgxFjYBTj,,,,,,,"[104.134127,13.306122]",,,,,,VLVL1711090800,,171109
Boeng Ngat,,VL1711090900,M3ZaEwiXbew,,,,,,,"[104.177346,13.250108]",,,,,,VLVL1711090900,,171110
Dak Phka,,VL1711100100,M3ZaEwiXbew,,,,,,,"[104.173572,13.28534]",,,,,,VLVL1711100100,,171110
Trav Bak,,VL1711100200,M3ZaEwiXbew,,,,,,,"[104.206934,13.296739]",,,,,,VLVL1711100200,,171110
Chup Smach ( M ),,VL1711100300,M3ZaEwiXbew,,,,,,,"[104.206934,13.296739]",,,,,,VLVL1711100300,,171110
Phka Rumchek,,VL1711100301,M3ZaEwiXbew,,,,,,,"[104.173615,13.272682]",,,,,,VLVL1711100301,,171110
Champei,,VL1711100400,M3ZaEwiXbew,,,,,,,"[104.201327,13.292264]",,,,,,VLVL1711100400,,171110
Champey,,VL1711100500,M3ZaEwiXbew,,,,,,,"[104.201327,13.292264]",,,,,,VLVL1711100500,,171110
Paoy Smach,,VL1711100501,M3ZaEwiXbew,,,,,,,"[104.192896,13.315095]",,,,,,VLVL1711100501,,171110
Sre Chrok,,VL1711100600,M3ZaEwiXbew,,,,,,,"[104.192896,13.315095]",,,,,,VLVL1711100600,,171110
Praval,,VL1711100601,M3ZaEwiXbew,,,,,,,"[104.184102,13.343991]",,,,,,VLVL1711100601,,171110
Chamres ( M ),,VL1711100700,M3ZaEwiXbew,,,,,,,"[104.184102,13.343991]",,,,,,VLVL1711100700,,171110
Boeng Vien,,VL1711100701,M3ZaEwiXbew,,,,,,,"[104.152095,13.27064]",,,,,,VLVL1711100701,,171110
Ta Yaek,,VL1711100800,M3ZaEwiXbew,,,,,,,"[104.172612,13.296187]",,,,,,VLVL1711100800,,171110
Trom Khang Cheung,,VL1711100900,wZoxSCYfuSd,,,,,,,"[103.525733,13.866864]",,,,,,VLVL1711100900,,171201
Ruessei Sanh,,VL1712010100,wZoxSCYfuSd,,,,,,,"[103.509667,13.856028]",,,,,,VLVL1712010100,,171201
Trom Khang Tboung,,VL1712010200,wZoxSCYfuSd,,,,,,,"[103.51413,13.856869]",,,,,,VLVL1712010200,,171201
Yeay Mei Thmei,,VL1712010300,wZoxSCYfuSd,,,,,,,"[103.519091,13.82142]",,,,,,VLVL1712010300,,171201
Sdau Pok,,VL1712010400,wZoxSCYfuSd,,,,,,,"[103.503017,13.822353]",,,,,,VLVL1712010400,,171201
Ampov Dieb,,VL1712010500,wZoxSCYfuSd,,,,,,,"[103.534115,13.846169]",,,,,,VLVL1712010500,,171201
Chrouy Neang Nguon,,VL1712010600,wZoxSCYfuSd,,,,,,,"[103.512942,13.835556]",,,,,,VLVL1712010600,,171201
Slaeng Ta Vet,,VL1712010700,VYoDQlGowr8,,,,,,,"[103.494682,13.857076]",,,,,,VLVL1712010700,,171202
Pongro Bat Chan,,VL1712020100,VYoDQlGowr8,,,,,,,"[103.466048,13.881132]",,,,,,VLVL1712020100,,171202
Slaeng Kong,,VL1712020200,VYoDQlGowr8,,,,,,,"[103.486985,13.862714]",,,,,,VLVL1712020200,,171202
Lbaeuk,,VL1712020300,VYoDQlGowr8,,,,,,,"[103.479394,13.873315]",,,,,,VLVL1712020300,,171202
Samraong,,VL1712020400,VYoDQlGowr8,,,,,,,"[103.478698,13.838058]",,,,,,VLVL1712020400,,171202
Klang Hay,,VL1712020500,VYoDQlGowr8,,,,,,,"[103.490695,13.842652]",,,,,,VLVL1712020500,,171202
Kouk Thkov,,VL1712020600,VYoDQlGowr8,,,,,,,"[103.499818,13.862594]",,,,,,VLVL1712020600,,171202
Slaeng Chas,,VL1712020700,VYoDQlGowr8,,,,,,,"[103.473403,13.878421]",,,,,,VLVL1712020700,,171202
Neang Sraong,,VL1712020800,mqFnPrEsxS2,,,,,,,"[103.470801,13.756638]",,,,,,VLVL1712020800,,171203
Rumdeng,,VL1712030100,mqFnPrEsxS2,,,,,,,"[103.468282,13.733138]",,,,,,VLVL1712030100,,171203
Thlok,,VL1712030200,mqFnPrEsxS2,,,,,,,"[103.463468,13.758029]",,,,,,VLVL1712030200,,171203
Smach,,VL1712030300,mqFnPrEsxS2,,,,,,,"[103.457851,13.772846]",,,,,,VLVL1712030300,,171203
Prech,,VL1712030400,mqFnPrEsxS2,,,,,,,"[103.446507,13.74281]",,,,,,VLVL1712030400,,171203
Beng,,VL1712030500,mqFnPrEsxS2,,,,,,,"[103.46275,13.791479]",,,,,,VLVL1712030500,,171203
Pongro,,VL1712030600,mqFnPrEsxS2,,,,,,,"[103.47154,13.800953]",,,,,,VLVL1712030600,,171203
Moung Khang Tboung,,VL1712030700,Pf2nnO7ANTn,,,,,,,"[103.54543,13.747589]",,,,,,VLVL1712030700,,171204
Moung Khang Cheung,,VL1712040100,Pf2nnO7ANTn,,,,,,,"[103.541569,13.761749]",,,,,,VLVL1712040100,,171204
Khvaek,,VL1712040200,Pf2nnO7ANTn,,,,,,,"[103.529746,13.790614]",,,,,,VLVL1712040200,,171204
Kambaor,,VL1712040300,Pf2nnO7ANTn,,,,,,,"[103.53804,13.771608]",,,,,,VLVL1712040300,,171204
Lvea,,VL1712040400,Pf2nnO7ANTn,,,,,,,"[103.580897,13.739389]",,,,,,VLVL1712040400,,171204
mong,,VL1712040500,Pf2nnO7ANTn,,,,,,,"[103.580897,13.739389]",,,,,,VLVL1712040500,,171204
Prei Muoy,,VL1712040501,Y1IaOfNJV3e,,,,,,,"[103.467202,13.829318]",,,,,,VLVL1712040501,,171205
Prei Pir,,VL1712050100,Y1IaOfNJV3e,,,,,,,"[103.46493,13.821701]",,,,,,VLVL1712050100,,171205
Tram Sasar,,VL1712050200,Y1IaOfNJV3e,,,,,,,"[103.488016,13.819169]",,,,,,VLVL1712050200,,171205
Krabau,,VL1712050300,Y1IaOfNJV3e,,,,,,,"[103.44905,13.857631]",,,,,,VLVL1712050300,,171205
Krouch Char,,VL1712050400,Y1IaOfNJV3e,,,,,,,"[103.45722,13.868656]",,,,,,VLVL1712050400,,171205
Slaeng Spean,,VL1712050500,LZ4aJ2vAWRk,,,,,,,"[103.548828,13.866505]",,,,,,VLVL1712050500,,171206
Chranieng,,VL1712060100,LZ4aJ2vAWRk,,,,,,,"[103.554234,13.89004]",,,,,,VLVL1712060100,,171206
Phnum Dei,,VL1712060200,LZ4aJ2vAWRk,,,,,,,"[103.564506,13.874733]",,,,,,VLVL1712060200,,171206
Damnak Damrei,,VL1712060300,LZ4aJ2vAWRk,,,,,,,"[103.587689,13.919614]",,,,,,VLVL1712060300,,171206
Chamkar Chek,,VL1712060400,LZ4aJ2vAWRk,,,,,,,"[103.583398,13.902414]",,,,,,VLVL1712060400,,171206
Preah Khsaet,,VL1712060500,LZ4aJ2vAWRk,,,,,,,"[103.560419,13.895419]",,,,,,VLVL1712060500,,171206
Thlok,,VL1712060600,LZ4aJ2vAWRk,,,,,,,"[103.661479,13.906019]",,,,,,VLVL1712060600,,171206
Tram Kang,,VL1712060700,LZ4aJ2vAWRk,,,,,,,"[103.647953,13.918166]",,,,,,VLVL1712060700,,171206
KokTameng,,VL1712060800,LZ4aJ2vAWRk,,,,,,,"[0,0]",,,,,,VLVL1712060800,,171206
Boeng Mealea,,VL1712061500,gFmQvbcuS5b,,,,,,,"[104.232772,13.469613]",,,,,,VLVL1712061500,,171301
Trapeang Ruessei,,VL1713010100,gFmQvbcuS5b,,,,,,,"[104.201787,13.460964]",,,,,,VLVL1713010100,,171301
Tuek Lich,,VL1713010200,gFmQvbcuS5b,,,,,,,"[104.217553,13.470516]",,,,,,VLVL1713010200,,171301
Sak Kdar,,VL1713010300,gFmQvbcuS5b,,,,,,,"[104.185666,13.436418]",,,,,,VLVL1713010300,,171301
Chan Hier,,VL1713010400,gFmQvbcuS5b,,,,,,,"[104.213148,13.436063]",,,,,,VLVL1713010400,,171301
Srae Robang,,VL1713010500,gFmQvbcuS5b,,,,,,,"[104.281172,13.438725]",,,,,,VLVL1713010500,,171301
Ou Peam,,VL1713010600,gFmQvbcuS5b,,,,,,,"[104.288858,13.473051]",,,,,,VLVL1713010600,,171301
Trapeang Pring,,VL1713010700,gFmQvbcuS5b,,,,,,,"[104.344583,13.454152]",,,,,,VLVL1713010700,,171301
Chamkar Koavsou,,VL1713010800,gFmQvbcuS5b,,,,,,,"[104.365494,13.420597]",,,,,,VLVL1713010800,,171301
Kantuot,,VL1713010900,xgOQz9oveP4,,,,,,,"[104.141461,13.690152]",,,,,,VLVL1713010900,,171302
Anlong Thbal,,VL1713020100,xgOQz9oveP4,,,,,,,"[104.141461,13.690152]",,,,,,VLVL1713020100,,171302
Khnar Krau,,VL1713020101,xgOQz9oveP4,,,,,,,"[104.140516,13.744152]",,,,,,VLVL1713020101,,171302
Prey Rongang,,VL1713020200,xgOQz9oveP4,,,,,,,"[104.140516,13.744152]",,,,,,VLVL1713020200,,171302
O Akok,,VL1713020201,xgOQz9oveP4,,,,,,,"[104.162378,13.718722]",,,,,,VLVL1713020201,,171302
Phtek Chum,,VL1713020300,xgOQz9oveP4,,,,,,,"[104.230035,13.708074]",,,,,,VLVL1713020300,,171302
Kramom Bol,,VL1713020400,xgOQz9oveP4,,,,,,,"[0,0]",,,,,,VLVL1713020400,,171302
Chub Romdeng,,VL1713020500,xgOQz9oveP4,,,,,,,"[0,0]",,,,,,VLVL1713020500,,171302
Sen Chey,,VL1713020600,xgOQz9oveP4,,,,,,,"[0,0]",,,,,,VLVL1713020600,,171302
Ta Penh,,VL1713020700,HPFWaTke3Mr,,,,,,,"[104.214543,13.551871]",,,,,,VLVL1713020700,,171303
Khla Khmum,,VL1713030100,HPFWaTke3Mr,,,,,,,"[104.16049,13.570212]",,,,,,VLVL1713030100,,171303
Thma Chruonh,,VL1713030200,HPFWaTke3Mr,,,,,,,"[104.185314,13.534997]",,,,,,VLVL1713030200,,171303
Sangkae Lak,,VL1713030300,HPFWaTke3Mr,,,,,,,"[104.194891,13.564222]",,,,,,VLVL1713030300,,171303
Anlong Thum,,VL1713030400,HPFWaTke3Mr,,,,,,,"[104.16794,13.538004]",,,,,,VLVL1713030400,,171303
Popel,,VL1713030500,HPFWaTke3Mr,,,,,,,"[104.131144,13.534914]",,,,,,VLVL1713030500,,171303
Popel ( M ),,VL1713030600,HPFWaTke3Mr,,,,,,,"[104.131144,13.534914]",,,,,,VLVL1713030600,,171303
Thmei,,VL1713030602,HPFWaTke3Mr,,,,,,,"[104.119405,13.563606]",,,,,,VLVL1713030602,,171303
Preah Angk Thom,,VL1713030700,HPFWaTke3Mr,,,,,,,"[104.144218,13.584542]",,,,,,VLVL1713030700,,171303
Ta Han,,VL1713030800,HPFWaTke3Mr,,,,,,,"[104.080537,13.572761]",,,,,,VLVL1713030800,,171303
Chob Leu,,VL1713030900,MWkauR1G31a,,,,,,,"[104.24105,13.551374]",,,,,,VLVL1713030900,,171304
Chob Kraom,,VL1713040100,MWkauR1G31a,,,,,,,"[104.249387,13.54507]",,,,,,VLVL1713040100,,171304
Trapeang Khnar,,VL1713040200,MWkauR1G31a,,,,,,,"[104.249373,13.549591]",,,,,,VLVL1713040200,,171304
Bet Phka,,VL1713040300,MWkauR1G31a,,,,,,,"[104.238862,13.556386]",,,,,,VLVL1713040300,,171304
Chheh Chan,,VL1713040400,MWkauR1G31a,,,,,,,"[104.285172,13.575465]",,,,,,VLVL1713040400,,171304
Trapeang Svay,,VL1713040500,MWkauR1G31a,,,,,,,"[104.290295,13.574657]",,,,,,VLVL1713040500,,171304
Angkanh,,VL1713040600,MWkauR1G31a,,,,,,,"[104.295576,13.576561]",,,,,,VLVL1713040600,,171304
Chamka Kaosou Krek ( M ),,VL1713040700,MWkauR1G31a,,,,,,,"[104.295576,13.576561]",,,,,,VLVL1713040700,,171304
Rumchek,,VL1713040701,MWkauR1G31a,,,,,,,"[104.426656,13.542665]",,,,,,VLVL1713040701,,171304
Sok Sant,,VL1713040800,MWkauR1G31a,,,,,,,"[104.245814,13.543957]",,,,,,VLVL1713040800,,171304
Ou Meanchey,,VL1713040900,MWkauR1G31a,,,,,,,"[104.241001,13.531709]",,,,,,VLVL1713040900,,171304
Rolum Touk,,VL1713041000,MWkauR1G31a,,,,,,,"[104.297596,13.558999]",,,,,,VLVL1713041000,,171304
Tropang Popel,,VL1713041100,MWkauR1G31a,,,,,,,"[0,0]",,,,,,VLVL1713041100,,171304
Ou Roung,,VL1713041200,MWkauR1G31a,,,,,,,"[0,0]",,,,,,VLVL1713041200,,171304
Trapeang Thmor,,VL1713041201,MWkauR1G31a,,,,,,,"[0,0]",,,,,,VLVL1713041201,,171304
Ta Siem,,VL1713041300,Xi5RBvvSyiD,,,,,,,"[104.246962,13.631184]",,,,,,VLVL1713041300,,171305
Dambouk Khpos,,VL1713050100,Xi5RBvvSyiD,,,,,,,"[104.221856,13.655789]",,,,,,VLVL1713050100,,171305
Rohal,,VL1713050200,Xi5RBvvSyiD,,,,,,,"[104.257016,13.606033]",,,,,,VLVL1713050200,,171305
Trapeang Tuem,,VL1713050300,Xi5RBvvSyiD,,,,,,,"[104.259835,13.588212]",,,,,,VLVL1713050300,,171305
Kranhoung,,VL1713050400,Xi5RBvvSyiD,,,,,,,"[104.213704,13.621497]",,,,,,VLVL1713050400,,171305
Popel,,VL1713050500,Xi5RBvvSyiD,,,,,,,"[104.246289,13.633749]",,,,,,VLVL1713050500,,171305
Kanhchan Run,,VL1713050600,egUO236By6y,,,,,,,"[103.787258,13.849949]",,,,,,VLVL1713050600,,171401
Tumneab Svay,,VL1714010100,egUO236By6y,,,,,,,"[103.7828,13.84444]",,,,,,VLVL1714010100,,171401
Kab Dai,,VL1714010200,egUO236By6y,,,,,,,"[103.781645,13.840465]",,,,,,VLVL1714010200,,171401
Prasat,,VL1714010300,egUO236By6y,,,,,,,"[103.778699,13.835876]",,,,,,VLVL1714010300,,171401
Vien,,VL1714010400,egUO236By6y,,,,,,,"[103.778313,13.82838]",,,,,,VLVL1714010400,,171401
Kouk Chan,,VL1714010500,Yuz71fTPLUL,,,,,,,"[103.91019,13.841034]",,,,,,VLVL1714010500,,171402
U Tey,,VL1714020100,Yuz71fTPLUL,,,,,,,"[103.886771,13.84535]",,,,,,VLVL1714020100,,171402
Kouk Kandal,,VL1714020200,Yuz71fTPLUL,,,,,,,"[103.899129,13.843932]",,,,,,VLVL1714020200,,171402
Srae Nouy,,VL1714020300,d8DHaIHYMoQ,,,,,,,"[104.020334,13.804848]",,,,,,VLVL1714020300,,171403
Srae Pou,,VL1714030100,d8DHaIHYMoQ,,,,,,,"[104.031365,13.786032]",,,,,,VLVL1714030100,,171403
Lvea Krang,,VL1714030200,d8DHaIHYMoQ,,,,,,,"[103.960208,13.838919]",,,,,,VLVL1714030200,,171403
Kouk Voat,,VL1714030300,d8DHaIHYMoQ,,,,,,,"[103.957962,13.842734]",,,,,,VLVL1714030300,,171403
Srae Sakmot,,VL1714030400,d8DHaIHYMoQ,,,,,,,"[103.963318,13.853316]",,,,,,VLVL1714030400,,171403
Voat,,VL1714030500,d8DHaIHYMoQ,,,,,,,"[104.022497,13.800689]",,,,,,VLVL1714030500,,171403
Prey khnol,,VL1714030600,d8DHaIHYMoQ,,,,,,,"[104.107041,13.956019]",,,,,,VLVL1714030600,,171403
Trapeang Krasang,,VL1714030700,d8DHaIHYMoQ,,,,,,,"[104.055787,13.838438]",,,,,,VLVL1714030700,,171403
Ou Rumchek,,VL1714030800,d8DHaIHYMoQ,,,,,,,"[104.045104,13.746712]",,,,,,VLVL1714030800,,171403
Knar Phtoul,,VL1714030900,d8DHaIHYMoQ,,,,,,,"[104.03357,13.762516]",,,,,,VLVL1714030900,,171403
Rolum Run Thmei,,VL1714031000,d8DHaIHYMoQ,,,,,,,"[104.056375,13.83948]",,,,,,VLVL1714031000,,171403
Dei Ouv,,VL1714031100,d8DHaIHYMoQ,,,,,,,"[104.058857,13.871296]",,,,,,VLVL1714031100,,171403
Ou,,VL1714031200,xYYh75LNci5,,,,,,,"[103.758888,13.799905]",,,,,,VLVL1714031200,,171404
Svay Sa,,VL1714040100,xYYh75LNci5,,,,,,,"[103.751123,13.797181]",,,,,,VLVL1714040100,,171404
Ruessei Thum,,VL1714040200,xYYh75LNci5,,,,,,,"[103.749796,13.791063]",,,,,,VLVL1714040200,,171404
Ruessei Touch,,VL1714040300,xYYh75LNci5,,,,,,,"[103.743308,13.78651]",,,,,,VLVL1714040300,,171404
Kambaor,,VL1714040400,xYYh75LNci5,,,,,,,"[103.719256,13.777029]",,,,,,VLVL1714040400,,171404
Char,,VL1714040500,xYYh75LNci5,,,,,,,"[103.739956,13.811299]",,,,,,VLVL1714040500,,171404
Bay Dot,,VL1714040600,xYYh75LNci5,,,,,,,"[103.836332,13.780965]",,,,,,VLVL1714040600,,171404
Nel,,VL1714040700,vophoCdP3xc,,,,,,,"[103.709069,13.941748]",,,,,,VLVL1714040700,,171405
Rumduol,,VL1714050100,vophoCdP3xc,,,,,,,"[103.837345,13.869674]",,,,,,VLVL1714050100,,171405
Varin,,VL1714050200,vophoCdP3xc,,,,,,,"[103.827449,13.868551]",,,,,,VLVL1714050200,,171405
Kouk Phnum,,VL1714050300,vophoCdP3xc,,,,,,,"[103.85891,13.876086]",,,,,,VLVL1714050300,,171405
Kouk Srok,,VL1714050400,vophoCdP3xc,,,,,,,"[103.864701,13.880307]",,,,,,VLVL1714050400,,171405
Toul Meat,,VL1714050500,vophoCdP3xc,,,,,,,"[103.822262,13.930199]",,,,,,VLVL1714050500,,171405
Kouk Krous,,VL1714050600,vophoCdP3xc,,,,,,,"[103.747168,13.953356]",,,,,,VLVL1714050600,,171405
Nel II,,VL1714050700,vophoCdP3xc,,,,,,,"[,]",,,,,,VLVL1714050700,,171405
Phum Muoy (Ou Treh),,VL1714050800,lDFI4bpQgMc,,,,,,,"[103.562008,10.620162]",,,,,,VLVL1714050800,,180101
Phum Pir,,VL1801010100,lDFI4bpQgMc,,,,,,,"[103.545511,10.635884]",,,,,,VLVL1801010100,,180101
Phum Bei,,VL1801010200,lDFI4bpQgMc,,,,,,,"[103.533754,10.640277]",,,,,,VLVL1801010200,,180101
Phum Muoy,,VL1801010300,fEIhwSdP76a,,,,,,,"[103.529751,10.626968]",,,,,,VLVL1801010300,,180102
Phum Pir,,VL1801020100,fEIhwSdP76a,,,,,,,"[103.526876,10.627885]",,,,,,VLVL1801020100,,180102
Phum Bei,,VL1801020200,fEIhwSdP76a,,,,,,,"[103.521625,10.62891]",,,,,,VLVL1801020200,,180102
Phum Muoy,,VL1801020300,vV4HAvdNkvB,,,,,,,"[103.503475,10.609936]",,,,,,VLVL1801020300,,180103
Phum Pir,,VL1801030100,vV4HAvdNkvB,,,,,,,"[103.513715,10.631775]",,,,,,VLVL1801030100,,180103
Phum Bei,,VL1801030200,vV4HAvdNkvB,,,,,,,"[103.516274,10.644987]",,,,,,VLVL1801030200,,180103
Phum Muoy,,VL1801030300,pjqtKWTae1w,,,,,,,"[103.534245,10.62556]",,,,,,VLVL1801030300,,180104
Phum Pir,,VL1801040100,pjqtKWTae1w,,,,,,,"[103.529748,10.623622]",,,,,,VLVL1801040100,,180104
Phum Bei,,VL1801040200,pjqtKWTae1w,,,,,,,"[103.525819,10.615801]",,,,,,VLVL1801040200,,180104
Phum Buon,,VL1801040300,pjqtKWTae1w,,,,,,,"[103.551158,10.587701]",,,,,,VLVL1801040300,,180104
Phum 5,,VL1801040400,pjqtKWTae1w,,,,,,,"[103.54686,10.619226]",,,,,,VLVL1801040400,,180104
Phum 6,,VL1801040500,pjqtKWTae1w,,,,,,,"[103.550622,10.604588]",,,,,,VLVL1801040500,,180104
Kaoh Touch,,VL1801040600,LZ63p5uVaCk,,,,,,,"[103.305297,10.700086]",,,,,,VLVL1801040600,,180105
Daem Thkov,,VL1801050100,LZ63p5uVaCk,,,,,,,"[103.277601,10.682179]",,,,,,VLVL1801050100,,180105
Preaek Svay,,VL1801050200,LZ63p5uVaCk,,,,,,,"[103.238259,10.76153]",,,,,,VLVL1801050200,,180105
Koah Rong Sanlem,,VL1801050300,LZ63p5uVaCk,,,,,,,"[103.29186,10.604908]",,,,,,VLVL1801050300,,180105
Sok San,,VL1801050400,LZ63p5uVaCk,,,,,,,"[,]",,,,,,VLVL1801050400,,180105
Andoung Thma,,VL1801050700,Ak1RSbEvMaK,,,,,,,"[103.789959,10.651163]",,,,,,VLVL1801050700,,180201
Banteay Prei,,VL1802010100,Ak1RSbEvMaK,,,,,,,"[103.795413,10.659069]",,,,,,VLVL1802010100,,180201
Ou Trav,,VL1802010200,Ak1RSbEvMaK,,,,,,,"[103.799839,10.665587]",,,,,,VLVL1802010200,,180201
Trapeang S'oy Muoy,,VL1802010300,Ak1RSbEvMaK,,,,,,,"[103.800167,10.668238]",,,,,,VLVL1802010300,,180201
Trapeang S'oy Pir,,VL1802010400,Ak1RSbEvMaK,,,,,,,"[103.800868,10.673585]",,,,,,VLVL1802010400,,180201
Boeng Chum,,VL1802010500,FhnAWlPMEWe,,,,,,,"[103.784464,10.581851]",,,,,,VLVL1802010500,,180202
Boeng Ta Prum,,VL1802020100,FhnAWlPMEWe,,,,,,,"[103.768779,10.568778]",,,,,,VLVL1802020100,,180202
Boeng Ta Srei,,VL1802020200,FhnAWlPMEWe,,,,,,,"[103.767824,10.562852]",,,,,,VLVL1802020200,,180202
Doun Loy,,VL1802020300,FhnAWlPMEWe,,,,,,,"[103.782626,10.57065]",,,,,,VLVL1802020300,,180202
Phnum Touch,,VL1802020400,FhnAWlPMEWe,,,,,,,"[103.777875,10.584104]",,,,,,VLVL1802020400,,180202
Tuek Chenh,,VL1802020500,FhnAWlPMEWe,,,,,,,"[103.78341,10.578185]",,,,,,VLVL1802020500,,180202
Romeas Ngaop,,VL1802020600,FhnAWlPMEWe,,,,,,,"[103.756681,10.554035]",,,,,,VLVL1802020600,,180202
Khem (Thmar Thom),,VL1802020700,FhnAWlPMEWe,,,,,,,"[,]",,,,,,VLVL1802020700,,180202
Koh Thmei,,VL1802020800,FhnAWlPMEWe,,,,,,,"[,]",,,,,,VLVL1802020800,,180202
Ma ou,,VL1802020900,FhnAWlPMEWe,,,,,,,"[,]",,,,,,VLVL1802020900,,180202
Chamnaot Ream,,VL1802021000,wpU6f2EaohQ,,,,,,,"[103.622158,10.597658]",,,,,,VLVL1802021000,,180203
Kokir,,VL1802030100,wpU6f2EaohQ,,,,,,,"[103.603282,10.574238]",,,,,,VLVL1802030100,,180203
Pu Thoeang,,VL1802030200,wpU6f2EaohQ,,,,,,,"[103.633815,10.602835]",,,,,,VLVL1802030200,,180203
Chamkar Kausu,,VL1802030300,UjccOTZxKvQ,,,,,,,"[103.810618,10.735734]",,,,,,VLVL1802030300,,180204
Cheung Kou,,VL1802040100,UjccOTZxKvQ,,,,,,,"[103.811237,10.745881]",,,,,,VLVL1802040100,,180204
Ta Ney,,VL1802040200,UjccOTZxKvQ,,,,,,,"[103.80435,10.757791]",,,,,,VLVL1802040200,,180204
Trapeang Kea,,VL1802040300,UjccOTZxKvQ,,,,,,,"[103.801819,10.768812]",,,,,,VLVL1802040300,,180204
Trapeang Mul,,VL1802040400,UjccOTZxKvQ,,,,,,,"[103.812272,10.810836]",,,,,,VLVL1802040400,,180204
Anlong Krapeu,,VL1802040500,UjccOTZxKvQ,,,,,,,"[103.814388,10.858831]",,,,,,VLVL1802040500,,180204
Monorom1,,VL1802040600,UjccOTZxKvQ,,,,,,,"[103.822965,10.890078]",,,,,,VLVL1802040600,,180204
Svay,,VL1802040700,UjccOTZxKvQ,,,,,,,"[103.842772,10.849535]",,,,,,VLVL1802040700,,180204
Ta Pov,,VL1802040800,UjccOTZxKvQ,,,,,,,"[103.843318,10.907354]",,,,,,VLVL1802040800,,180204
Kaoh Khyang,,VL1802040900,v1vVlQvsLlw,,,,,,,"[103.784376,10.541486]",,,,,,VLVL1802040900,,180205
Ou Chrov,,VL1802050100,v1vVlQvsLlw,,,,,,,"[103.787503,10.554998]",,,,,,VLVL1802050100,,180205
Srae Cham Kraom,,VL1802050200,v1vVlQvsLlw,,,,,,,"[103.794745,10.549239]",,,,,,VLVL1802050200,,180205
Srae Cham Leu,,VL1802050300,v1vVlQvsLlw,,,,,,,"[103.776068,10.548805]",,,,,,VLVL1802050300,,180205
Srae Knong,,VL1802050400,v1vVlQvsLlw,,,,,,,"[103.773335,10.555956]",,,,,,VLVL1802050400,,180205
Bang Kokir,,VL1802050500,Vjtlao6OZf9,,,,,,,"[103.756904,10.585514]",,,,,,VLVL1802050500,,180206
Ou Chamnar,,VL1802060100,Vjtlao6OZf9,,,,,,,"[103.76268,10.59457]",,,,,,VLVL1802060100,,180206
Ou Ta Pang,,VL1802060200,Vjtlao6OZf9,,,,,,,"[103.77167,10.607038]",,,,,,VLVL1802060200,,180206
